HiggsM,Frequency
131575.0,11637.0
131625.0,11632.0
131675.0,11421.0
131725.0,11855.0
131775.0,11619.0
131825.0,11558.0
131875.0,11727.0
131925.0,11463.0
131975.0,11542.0
132025.0,11527.0
132075.0,11748.0
132125.0,11433.0
132175.0,11329.0
132225.0,11572.0
132275.0,11381.0
132325.0,11395.0
132375.0,11436.0
132425.0,11397.0
132475.0,11248.0
132525.0,11433.0
132575.0,11216.0
132625.0,11467.0
132675.0,11378.0
132725.0,11326.0
132775.0,11496.0
132825.0,11303.0
132875.0,11229.0
132925.0,11335.0
132975.0,11289.0
133025.0,11247.0
133075.0,11389.0
133125.0,11448.0
133175.0,11213.0
133225.0,11205.0
133275.0,11200.0
133325.0,11210.0
133375.0,11081.0
133425.0,11116.0
133475.0,11123.0
133525.0,11121.0
133575.0,11163.0
133625.0,11225.0
133675.0,10890.0
133725.0,10961.0
133775.0,10947.0
133825.0,11030.0
133875.0,11003.0
133925.0,11101.0
133975.0,10847.0
134025.0,10837.0
134075.0,10899.0
134125.0,10919.0
134175.0,10895.0
134225.0,11104.0
134275.0,11090.0
134325.0,10800.0
134375.0,10835.0
134425.0,10762.0
134475.0,10843.0
134525.0,10897.0
134575.0,10759.0
134625.0,10819.0
134675.0,10716.0
134725.0,10889.0
134775.0,10820.0
134825.0,10677.0
134875.0,10829.0
134925.0,10937.0
134975.0,10996.0
